EVENT_ID,STATE,YEAR,MONTH_NAME,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY
249079,SOUTH DAKOTA,2010,July,EF0,,-99.23,,-99.225,0,0,0,0,0.00K
249953,MINNESOTA,2010,July,EF0,,-96,,-95.99,0,0,0,0,0.00K
220422,KANSAS,2010,May,EF0,,-101.1443,,-101.1057,0,0,0,0,0.00K
220423,KANSAS,2010,May,EF0,,-101.0555,,-101.0378,0,0,0,0,0.00K
230915,KANSAS,2010,May,EF1,,-100.3357,,-100.152,0,0,0,0,25.00K
249083,SOUTH DAKOTA,2010,July,EF0,,-98.92,,-98.93,0,0,0,0,0.00K
230912,KANSAS,2010,May,EF0,,-100.68,,-100.6078,0,0,0,0,0.00K
249087,SOUTH DAKOTA,2010,July,EF0,,-98.84,,-98.82,0,0,0,0,0.00K
264049,NORTH CAROLINA,2010,October,EF0,,-78.38,,-78.33,0,0,0,0,30.00K
258084,MARYLAND,2010,September,EF0,,-76.45,,-76.4492,0,0,0,0,15.00K
220416,NEBRASKA,2010,May,EF0,,-101.83,,-101.83,0,0,0,0,0.00K
266394,LOUISIANA,2010,November,EF0,,-90.4936,,-90.4936,0,0,0,0,0.00K
203805,FLORIDA,2010,January,EF0,,-81.83,,-81.8285,0,0,0,0,
232206,SOUTH CAROLINA,2010,July,EF0,,-80.393,,-80.3884,0,0,0,0,12.00K
232210,SOUTH CAROLINA,2010,July,EF0,,-80.3884,,-80.3776,0,0,0,0,4.00K
253812,MISSOURI,2010,July,EF0,,-91.835,,-91.8243,0,0,0,0,0.00K
269698,MISSOURI,2010,December,EF2,,-90.8514,,-90.8209,0,0,0,0,200.00K
232145,SOUTH CAROLINA,2010,July,EF0,,-80.872,,-80.838,0,0,0,0,8.00K
232146,SOUTH CAROLINA,2010,July,EF1,,-80.541,,-80.496,0,0,0,0,80.00K
249098,SOUTH DAKOTA,2010,July,EF0,,-98.48,,-98.47,0,0,0,0,0.00K
252558,ILLINOIS,2010,July,EF0,,-87.8187,,-87.817,0,0,0,0,0.00K
256274,OHIO,2010,September,EF0,,-82.85,,-82.8489,0,0,0,0,
264213,GEORGIA,2010,October,EF1,,-85.5602,,-85.4848,0,0,0,0,250.00K
267589,NEW YORK,2010,November,EF1,,-73.6643,,-73.6472,0,0,0,0,4.00K
264951,GEORGIA,2010,October,EF0,,-84.4472,,-84.4353,0,0,0,0,425.00K
266454,LOUISIANA,2010,December,EF0,,-92.2055,,-92.1992,0,0,0,0,20.00K
228269,WISCONSIN,2010,June,EF1,,-91.79,,-91.7438,0,0,0,0,208.00K
264111,VIRGINIA,2010,October,EF0,,-79.72,,-79.642,0,0,0,0,5.00K
267478,VIRGINIA,2010,October,EF0,,-79.72,,-79.642,0,0,0,0,20.00K
220263,KANSAS,2010,May,EF1,,-97.3452,,-97.3322,0,0,0,0,125.00K
261866,NORTH CAROLINA,2010,September,EF1,,-81.787,,-81.765,0,0,0,0,400.00K
254116,MICHIGAN,2010,July,EF0,,-87.8473,,-87.8425,0,0,0,0,3.00K
254113,MICHIGAN,2010,July,EF0,,-87.8853,,-87.8793,0,0,0,0,10.00K
255983,SOUTH DAKOTA,2010,August,EF0,,-97.82,,-97.815,0,0,0,0,0.00K
255984,SOUTH DAKOTA,2010,August,EF0,,-97.815,,-97.81,0,0,0,0,0.00K
259454,WYOMING,2010,August,EF0,,-105.3388,,-105.3388,0,0,0,0,1.00K
253480,KANSAS,2010,September,EF0,,-101.1683,,-101.1564,0,0,0,0,0.00K
266955,GEORGIA,2010,November,EF0,,-84.0536,,-84.0535,0,0,0,0,0.50K
247479,WISCONSIN,2010,July,EF2,,-92.5756,,-92.2721,0,0,0,0,500.00K
247473,WISCONSIN,2010,July,EF1,,-92.481,,-92.446,0,0,0,0,500.00K
247480,WISCONSIN,2010,July,EF2,,-92.3459,,-92.2543,0,0,0,0,800.00K
274894,WISCONSIN,2010,July,EF0,,-92.4615,,-92.4461,0,0,0,0,100.00K
274895,WISCONSIN,2010,July,EF1,,-92.1798,,-92.1561,0,0,0,0,100.00K
272958,ILLINOIS,2010,December,EF0,,-89.7812,,-89.779,0,0,0,0,0.00K
272951,MISSOURI,2010,December,EF1,,-90.5559,,-90.5279,0,0,0,0,0.00K
275090,MISSOURI,2010,December,EF3,,-90.4622,,-90.386,6,0,1,0,1.00M
275087,MISSOURI,2010,December,EF0,,-90.7819,,-90.7571,0,0,0,0,0.00K
273513,MISSOURI,2010,December,EF1,,-91.0222,,-91.012,0,0,0,0,40.00K
267568,MISSOURI,2010,December,EF1,,-93.0351,,-92.975,2,0,0,0,200.00K
272912,OREGON,2010,December,EF2,,-122.8789,,-122.835,2,0,0,0,1.20M
238619,MINNESOTA,2010,June,EF3,,-93.4188,,-93.326,0,0,0,0,0.00K
267692,MISSISSIPPI,2010,November,EF1,,-88.67,,-88.65,0,0,0,0,250.00K
272950,MISSOURI,2010,December,EF1,,-90.7366,,-90.7229,0,0,0,0,0.00K
267576,MISSOURI,2010,December,EF3,,-92.1901,,-92.0872,4,0,0,0,90.00M
267563,MISSOURI,2010,December,EF0,,-93.4262,,-93.4238,0,0,0,0,50.00K
267577,MISSOURI,2010,December,EF3,,-91.8018,,-91.6572,6,0,2,0,1.00M
210292,OKLAHOMA,2010,March,EF2,,-99.4618,,-99.377,0,0,0,0,1.00M
268903,LOUISIANA,2010,November,EF0,,-92.5989,,-92.5955,0,0,0,0,10.00K
203446,LOUISIANA,2010,January,EF0,,-93.2623,,-93.1984,0,0,0,0,0.00K
203448,TEXAS,2010,January,EF3,,-94.1689,,-94.0432,0,0,0,0,1.50M
268145,MISSISSIPPI,2010,December,EF0,,-90.0529,,-90.0324,0,0,0,0,2.00K
242073,MICHIGAN,2010,June,EF2,,-85.6873,,-85.4865,0,0,0,0,300.00K
267690,MISSISSIPPI,2010,November,EF2,,-88.8299,,-88.81,15,0,0,0,850.00K
267317,MISSISSIPPI,2010,November,EF3,,-89.7031,,-89.6442,6,0,0,0,900.00K
244564,INDIANA,2010,June,EF0,,-85.7322,,-85.7222,0,0,0,0,10.00K
238102,MICHIGAN,2010,June,EF2,,-86.092,,-86.0405,0,0,0,0,100.00K
267540,MISSISSIPPI,2010,November,EF1,,-90.1025,,-89.9664,0,0,0,0,250.00K
268110,MISSISSIPPI,2010,December,EF2,,-90.3663,,-90.1967,0,0,0,0,2.00M
242614,INDIANA,2010,June,EF1,,-85.8311,,-85.8126,0,0,0,0,500.00K
237770,OHIO,2010,June,EF2,,-84.0131,,-83.8828,0,0,0,0,500.00K
237982,MICHIGAN,2010,June,EF1,,-86.4199,,-86.3918,0,0,0,0,100.00K
237857,MICHIGAN,2010,June,EF2,,-86.4982,,-86.4353,0,0,0,0,150.00K
267606,MISSISSIPPI,2010,November,EF1,,-89.7217,,-89.6872,0,0,0,0,200.00K
269042,LOUISIANA,2010,November,EF1,,-92.1891,,-92.1623,1,0,0,0,100.00K
261977,ARIZONA,2010,October,EF3,,-111.001,,-111.001,0,0,0,0,200.00K
267845,MISSISSIPPI,2010,November,EF2,,-89.6019,,-89.444,0,0,0,0,900.00K
236024,INDIANA,2010,June,EF2,,-86.1844,,-86.1656,1,1,0,0,125.00K
268056,MISSISSIPPI,2010,December,EF1,,-90.8702,,-90.8171,0,0,0,0,110.00K
229878,INDIANA,2010,June,EF1,,-86.3736,,-86.3103,1,1,0,0,125.00K
267613,MISSISSIPPI,2010,November,EF0,,-90.8576,,-90.851,0,0,0,0,75.00K
267614,MISSISSIPPI,2010,November,EF0,,-90.851,,-90.842,0,0,0,0,10.00K
267615,MISSISSIPPI,2010,November,EF2,,-90.6259,,-90.4649,0,0,0,0,700.00K
267617,MISSISSIPPI,2010,November,EF0,,-90.8303,,-90.8017,0,0,0,0,100.00K
267852,MISSISSIPPI,2010,November,EF0,,-89.08,,-88.9958,0,0,0,0,70.00K
267619,MISSISSIPPI,2010,November,EF0,,-91.0652,,-91.0544,0,0,0,0,0.00K
237373,INDIANA,2010,June,EF3,,-86.1656,,-86.0457,0,0,0,0,0.75M
267574,MISSOURI,2010,December,EF0,,-93.3362,,-93.3205,0,0,0,0,5.00K
269041,LOUISIANA,2010,November,EF1,,-92.2252,,-92.1889,0,0,0,0,150.00K
267316,MISSISSIPPI,2010,November,EF2,,-89.719,,-89.7031,0,0,0,0,150.00K
269040,LOUISIANA,2010,November,EF1,,-92.3238,,-92.267,0,0,0,0,100.00K
229871,INDIANA,2010,June,EF0,,-86.8132,,-86.7451,0,0,0,0,200.00K
242609,INDIANA,2010,June,EF1,,-86.0496,,-85.8242,0,0,0,0,300.00K
268121,MISSISSIPPI,2010,December,EF1,,-90.1967,,-90.0299,0,0,0,0,700.00K
267315,MISSISSIPPI,2010,November,EF0,,-90.7,,-90.6,0,0,0,0,5.00K
268902,LOUISIANA,2010,November,EF0,,-92.6604,,-92.6361,0,0,0,0,150.00K
268904,LOUISIANA,2010,November,EF1,,-92.5126,,-92.4795,0,0,0,0,125.00K
267611,MISSISSIPPI,2010,November,EF1,,-90.7433,,-90.697,0,0,0,0,0.00K
263879,WISCONSIN,2010,November,EF1,,-88.0745,,-87.9023,0,2,0,0,5.00M
268825,SOUTH CAROLINA,2010,November,EF1,,-82.086,,-82.065,0,0,0,0,50.00K
269435,NEW MEXICO,2010,July,EF0,,-104.3832,,-104.3832,0,0,0,0,0.00K
203449,LOUISIANA,2010,January,EF3,,-94.0432,,-93.9127,0,0,0,0,0.00K
268262,ILLINOIS,2010,November,EF0,,-88.5704,,-88.5697,0,0,0,0,0.00K
203804,FLORIDA,2010,January,EF0,,-82.0404,,-82.0382,0,0,0,0,
265960,FLORIDA,2010,January,EF0,,-80.7246,,-80.6059,1,0,0,0,1.00M
269039,LOUISIANA,2010,November,EF1,,-92.3996,,-92.3347,0,0,0,0,75.00K
268259,ILLINOIS,2010,November,EF2,,-88.97,,-88.6507,6,0,0,0,5.00M
262947,MISSOURI,2010,November,EF1,,-93.1975,,-93.1543,0,0,0,0,75.00K
267564,MISSOURI,2010,December,EF1,,-93.3742,,-93.3541,0,0,0,0,2.00M
267566,MISSOURI,2010,December,EF0,,-93.3498,,-93.3338,0,0,0,0,750.00K
268291,MISSISSIPPI,2010,December,EF1,,-90.5849,,-90.5624,0,0,0,0,250.00K
263850,WISCONSIN,2010,November,EF0,,-88.0884,,-88.0745,0,0,0,0,2.00K
263688,WISCONSIN,2010,November,EF1,,-88.5695,,-88.4797,0,0,0,0,1.00M
269694,MISSOURI,2010,December,EF2,,-90.523,,-90.5186,0,0,0,0,250.00K
274896,WISCONSIN,2010,July,EF1,,-92.1561,,-92.1121,0,0,0,0,120.00K
269920,ALABAMA,2010,November,EF1,,-86.5065,,-86.4153,0,0,0,0,58.00K
269898,ALABAMA,2010,November,EF1,,-88.1022,,-88.0842,0,0,0,0,145.00K
274899,WISCONSIN,2010,July,EF1,,-91.7211,,-91.6421,0,0,0,0,75.00K
267414,ILLINOIS,2010,December,EF3,,-89.862,,-89.8049,1,0,0,0,12.00M
268779,TENNESSEE,2010,November,EF0,,-88.867,,-88.8563,0,0,0,0,100.00K
268781,MISSISSIPPI,2010,November,EF2,,-88.4628,,-88.4592,11,0,0,0,250.00K
269923,ALABAMA,2010,November,EF0,,-86.0659,,-86.0417,0,0,0,0,15.00K
269925,ALABAMA,2010,November,EF0,,-86.2311,,-86.1378,0,0,0,0,35.00K
260863,LOUISIANA,2010,November,EF0,,-91.1532,,-91.1532,0,0,0,0,5.00K
269911,ALABAMA,2010,November,EF1,,-86.5751,,-86.5469,0,0,0,0,26.00K
267941,PENNSYLVANIA,2010,November,EF1,,-75.56,,-75.54,0,0,0,0,125.00K
269906,ALABAMA,2010,November,EF1,,-87.4231,,-87.422,0,0,0,0,25.00K
208489,CALIFORNIA,2010,January,EF0,,-114.7453,,-114.5654,0,0,0,0,3.00M
209830,TEXAS,2010,January,EF2,,-95.8725,,-95.6284,0,0,0,0,1.00M
209832,TEXAS,2010,January,EF0,,-95.7142,,-95.6568,0,0,0,0,100.00K
209833,TEXAS,2010,January,EF0,,-95.56,,-95.5496,0,0,0,0,750.00K
275104,MISSOURI,2010,December,EF1,,-91.7028,,-91.6401,0,0,0,0,50.00K
267573,MISSOURI,2010,December,EF0,,-93.4131,,-93.3962,0,0,0,0,15.00K
275103,MISSOURI,2010,December,EF0,,-92.975,,-92.9395,0,0,0,0,100.00K
267705,MISSOURI,2010,December,EF1,,-91.7129,,-91.7028,0,0,2,0,450.00K
210499,TEXAS,2010,January,EF2,,-95.6903,,-95.6781,0,0,0,0,30.00K
210625,LOUISIANA,2010,January,EF0,,-92.0455,,-92.044,0,0,0,0,0.00K
210502,TEXAS,2010,January,EF1,,-95.6296,,-95.5855,0,0,0,0,75.00K
211222,CALIFORNIA,2010,January,EF1,,-118.125,,-118.0464,0,0,0,0,500.00K
267529,OKLAHOMA,2010,December,EF2,,-94.5655,,-94.5374,0,0,0,0,60.00K
267522,ARKANSAS,2010,December,EF0,,-93.4399,,-93.4131,0,0,0,0,0.00K
267538,ARKANSAS,2010,December,EF2,,-94.361,,-94.3355,0,0,0,0,75.00K
267539,ARKANSAS,2010,December,EF2,,-94.3355,,-94.2819,1,0,0,0,100.00K
267536,ARKANSAS,2010,December,EF2,,-94.4211,,-94.3905,2,0,0,0,200.00K
267537,ARKANSAS,2010,December,EF2,,-94.3905,,-94.361,0,0,0,0,0.00K
267533,ARKANSAS,2010,December,EF3,,-94.5374,,-94.4211,7,0,4,0,1.50M
267616,MISSISSIPPI,2010,November,EF2,,-90.4195,,-90.316,0,0,0,0,1.30M
267677,MISSISSIPPI,2010,November,EF1,,-90.9647,,-90.9409,0,0,0,0,30.00K
262944,MISSOURI,2010,November,EF1,,-93.3615,,-93.3474,0,0,0,0,75.00K
262946,MISSOURI,2010,November,EF0,,-93.4178,,-93.402,0,0,0,0,25.00K
270002,CALIFORNIA,2010,January,EF0,,-119.86,,-119.8406,0,0,0,0,0.00K
246086,OHIO,2010,June,EF0,,-84.5966,,-84.5788,0,0,0,0,0.00K
240885,NORTH DAKOTA,2010,July,EF0,,-97.904,,-97.7976,0,0,0,0,
245564,MINNESOTA,2010,June,EF1,,-95.78,,-95.7847,0,0,0,0,
245527,NORTH DAKOTA,2010,June,EF1,,-97.69,,-97.7151,0,0,0,0,
227322,MINNESOTA,2010,June,EF0,,-97.1,,-96.9544,0,0,0,0,
276761,NORTH DAKOTA,2010,August,EF0,,-97.28,,-97.2599,0,0,0,0,0.00K
269044,LOUISIANA,2010,November,EF0,,-92.1662,,-92.1494,0,0,0,0,5.00K
213799,CALIFORNIA,2010,January,EF1,,-121.7658,,-121.7405,0,0,0,0,25.00K
238663,MINNESOTA,2010,June,EF1,,-93.868,,-93.8378,0,0,0,0,0.00K
262537,NEW YORK,2010,September,EF1,,-73.84,,-73.76,1,0,1,1,17.20M
262536,NEW YORK,2010,September,EF0,,-73.99,,-73.96,0,0,0,0,8.50M
213384,SOUTH CAROLINA,2010,March,EF2,,-81.5013,,-81.4347,1,0,0,0,1.00M
213377,SOUTH CAROLINA,2010,March,EF1,,-82.1,,-81.947,0,0,0,0,0.00K
213380,SOUTH CAROLINA,2010,March,EF2,,-82.042,,-82.0057,0,0,0,0,250.00K
205453,TENNESSEE,2010,January,EF0,,-85.83,,-85.83,0,0,0,0,
210450,MISSISSIPPI,2010,January,EF0,,-90.2386,,-90.224,0,0,0,0,40.00K
216197,ILLINOIS,2010,April,EF0,,-89.5304,,-89.5044,0,0,0,0,5.00K
259799,ALABAMA,2010,October,EF2,,-85.7544,,-85.5602,0,0,0,0,1.30M
215149,MISSOURI,2010,March,EF1,,-90.7902,,-90.7705,1,0,0,0,200.00K
213440,LOUISIANA,2010,January,EF1,,-90.393,,-90.368,0,0,0,0,100.00K
210451,MISSISSIPPI,2010,January,EF2,,-90.3799,,-90.3272,0,0,0,0,500.00K
224402,MICHIGAN,2010,June,EF1,,-85.1993,,-85.1677,0,0,0,0,2.00M
222707,COLORADO,2010,April,EF0,,-103.9288,,-103.8811,0,0,0,0,0.00K
219256,ARKANSAS,2010,April,EF1,,-92.4805,,-92.4603,0,0,0,0,60.00K
222255,TEXAS,2010,April,EF0,,-102.1231,,-102.1083,0,0,0,0,0.00K
222087,ALABAMA,2010,March,EF1,,-86.6814,,-86.6351,0,0,0,0,35.00K
222088,ALABAMA,2010,March,EF1,,-86.867,,-86.823,0,0,0,0,170.00K
218566,SOUTH CAROLINA,2010,May,EF1,,-81.3739,,-81.3,0,0,0,0,5.00K
220618,GEORGIA,2010,March,EF0,,-83.75,,-83.724,0,0,0,0,50.00K
219252,ARKANSAS,2010,April,EF3,,-92.7155,,-92.5049,15,0,1,0,4.00M
219258,ARKANSAS,2010,April,EF1,,-92.5105,,-92.4747,0,0,0,0,40.00K
219954,ARKANSAS,2010,April,EF1,,-92.4036,,-92.4011,0,0,0,0,10.00K
219953,ARKANSAS,2010,April,EF1,,-92.4234,,-92.4036,0,0,0,0,100.00K
215873,VIRGINIA,2010,March,EF0,,-79.003,,-78.999,0,0,0,0,15.00K
222557,COLORADO,2010,April,EF0,,-103.42,,-103.42,0,0,0,0,0.00K
218977,CALIFORNIA,2010,March,EF0,,-122.55,,-122.55,0,0,0,0,50.00K
222528,OKLAHOMA,2010,April,EF0,,-100.82,,-100.8161,0,0,0,0,0.00K
219957,ARKANSAS,2010,April,EF0,,-92.1878,,-92.0757,0,0,0,0,250.00K
222581,TEXAS,2010,April,EF1,,-101.2,,-101.1,0,0,0,0,3.00K
219958,ARKANSAS,2010,April,EF2,,-92.0757,,-91.8557,0,0,0,0,4.60M
219959,ARKANSAS,2010,April,EF1,,-91.8557,,-91.8292,0,0,0,0,375.00K
219960,ARKANSAS,2010,April,EF1,,-91.6726,,-91.6396,0,0,0,0,200.00K
222944,ARKANSAS,2010,April,EF0,,-90.1086,,-90.0896,0,0,0,0,3.00K
222585,TEXAS,2010,April,EF0,,-100.8,,-100.6485,0,0,0,0,0.00K
222545,COLORADO,2010,April,EF0,,-104.16,,-104.16,0,0,0,0,0.00K
222546,COLORADO,2010,April,EF0,,-104.08,,-104.08,0,0,0,0,0.00K
222258,TEXAS,2010,April,EF0,,-102.0625,,-102.0513,0,0,0,0,0.00K
219254,ARKANSAS,2010,April,EF1,,-92.3778,,-92.2839,0,0,0,0,75.00K
274129,OKLAHOMA,2010,March,EF0,,-99.377,,-99.3379,0,0,0,0,0.00K
219253,ARKANSAS,2010,April,EF1,,-92.3951,,-92.3778,0,0,0,0,90.00K
226067,MISSOURI,2010,April,EF0,,-94.9,,-94.8989,0,0,0,0,0.00K
225993,OHIO,2010,May,EF1,,-83.5346,,-83.5054,0,0,0,0,500.00K
219263,ARKANSAS,2010,May,EF1,,-92.3794,,-92.3564,0,0,0,0,25.00K
223839,SOUTH CAROLINA,2010,April,EF1,,-79.769,,-79.768,0,0,0,0,25.00K
219259,ARKANSAS,2010,April,EF1,,-92.5692,,-92.5465,0,0,0,0,40.00K
223835,SOUTH CAROLINA,2010,April,EF2,,-79.907,,-79.856,0,0,0,0,6.25M
225984,MISSOURI,2010,April,EF0,,-92.67,,-92.6251,0,0,0,0,0.00K
225724,WYOMING,2010,May,EF0,,-104.7154,,-104.7154,0,0,0,0,0.00K
219262,ARKANSAS,2010,May,EF0,,-92.3858,,-92.3794,0,0,0,0,5.00K
223829,SOUTH CAROLINA,2010,April,EF2,,-80.029,,-80.018,3,0,0,0,750.00K
218902,TENNESSEE,2010,April,EF0,,-84.2829,,-84.2829,0,0,0,0,25.00K
222783,TENNESSEE,2010,April,EF0,,-84.4753,,-84.454,0,0,0,0,20.00K
225050,MISSOURI,2010,April,EF0,,-90.4392,,-90.4439,0,0,0,0,0.00K
233650,TEXAS,2010,May,EF0,,-103.2501,,-103.239,0,0,0,0,
233651,TEXAS,2010,May,EF0,,-103.2987,,-103.2987,0,0,0,0,
225393,MISSOURI,2010,April,EF1,,-91.5091,,-91.4798,0,0,0,0,0.00K
218869,TENNESSEE,2010,April,EF2,,-84.14,,-84.14,0,0,0,0,20.00K
225404,MISSOURI,2010,April,EF1,,-90.7726,,-90.5192,0,0,0,0,0.00K
219255,ARKANSAS,2010,April,EF2,,-92.6427,,-92.4805,0,0,0,0,1.85M
225141,MICHIGAN,2010,April,EF0,,-88.6579,,-88.6579,0,0,0,0,15.00K
225741,WYOMING,2010,May,EF0,,-104.2298,,-104.2298,0,0,0,0,
218903,TENNESSEE,2010,April,EF1,,-84.17,,-84.17,0,0,0,0,30.00K
220469,ALABAMA,2010,April,EF2,,-86.8062,,-86.7213,0,0,0,0,0.00K
219956,ARKANSAS,2010,April,EF1,,-92.3061,,-92.2257,0,0,0,0,1.15M
225742,WYOMING,2010,May,EF0,,-104.2238,,-104.2238,0,0,0,0,
226122,WYOMING,2010,May,EF0,,-104.1661,,-104.1661,0,0,0,0,0.00K
226127,WYOMING,2010,May,EF0,,-104.243,,-104.243,0,0,0,0,0.00K
226126,WYOMING,2010,May,EF0,,-104.1661,,-104.1661,0,0,0,0,
224395,GEORGIA,2010,April,EF1,,-83.5032,,-83.474,0,0,0,0,218.00K
210295,OKLAHOMA,2010,March,EF0,,-99.19,,-99.19,0,0,0,0,0.00K
211039,ARKANSAS,2010,March,EF1,,-91.53,,-91.5261,0,0,0,0,1.20M
215576,MISSISSIPPI,2010,March,EF1,,-89.5848,,-89.5221,0,0,0,0,100.00K
211037,ARKANSAS,2010,March,EF1,,-91.7018,,-91.6833,0,0,0,0,50.00K
211031,ARKANSAS,2010,March,EF1,,-92.6561,,-92.5893,0,0,0,0,875.00K
211033,ARKANSAS,2010,March,EF1,,-91.9072,,-91.7384,2,0,0,0,950.00K
216031,MISSOURI,2010,March,EF0,,-91.925,,-91.9217,0,0,0,0,0.00K
216032,MISSOURI,2010,March,EF0,,-91.8983,,-91.8942,0,0,0,0,0.00K
218496,NORTH CAROLINA,2010,March,EF2,,-80.3754,,-80.3638,5,0,0,0,1.25M
220142,NEW MEXICO,2010,May,EF0,,-105.5493,,-105.5473,0,0,0,0,1.50K
216024,MISSOURI,2010,March,EF1,,-92.0278,,-91.9672,0,0,0,0,0.00K
215577,MISSISSIPPI,2010,March,EF1,,-89.5609,,-89.5463,0,0,0,0,50.00K
211038,ARKANSAS,2010,March,EF2,,-92.1422,,-92.1192,3,0,1,0,250.00K
225056,ALABAMA,2010,April,EF0,,-88.0412,,-88.04,0,0,0,0,0.00K
216187,ALABAMA,2010,March,EF1,,-87.085,,-87.037,0,0,0,0,50.00K
211521,TENNESSEE,2010,January,EF0,,-86.9132,,-86.8964,0,0,0,0,50.00K
254195,KANSAS,2010,July,EF0,,-95.567,,-95.5664,0,0,0,0,1.00K
203815,GEORGIA,2010,January,EF0,,-82.0508,,-82.04,0,0,0,0,0.00K
224615,MISSISSIPPI,2010,April,EF3,,-89.3651,,-89.0883,35,0,5,0,90.00M
222407,WISCONSIN,2010,April,EF0,,-89.2454,,-89.2277,0,0,0,0,0.00K
230820,KANSAS,2010,May,EF0,,-102.0323,,-102.0186,0,0,0,0,0.00K
230822,KANSAS,2010,May,EF0,,-101.8268,,-101.8174,0,0,0,0,0.00K
237350,COLORADO,2010,May,EF0,,-104.7025,,-104.7025,0,0,0,0,0.00K
225170,ALABAMA,2010,April,EF1,,-86.4146,,-86.3991,0,0,0,0,50.00K
228910,ALABAMA,2010,April,EF0,,-86.0359,,-86.0359,0,0,0,0,
228643,TENNESSEE,2010,April,EF1,,-87.5184,,-87.4962,0,0,0,0,30.00K
228645,TENNESSEE,2010,April,EF0,,-86.19,,-86.179,0,0,0,0,16.00K
230738,COLORADO,2010,May,EF0,,-102.6127,,-102.5969,0,0,0,0,10.00K
224317,MISSISSIPPI,2010,April,EF2,,-91.1177,,-90.9641,2,0,0,0,920.00K
230416,KENTUCKY,2010,May,EF2,,-84.73,,-84.73,0,0,0,0,50.00K
224042,KENTUCKY,2010,May,EF2,,-88.9391,,-88.8803,0,0,0,0,300.00K
231280,PENNSYLVANIA,2010,June,EF0,,-80.4119,,-80.3954,0,0,0,0,125.00K
230782,ILLINOIS,2010,June,EF0,,-88.8557,,-88.8507,0,0,0,0,2.00K
223882,KENTUCKY,2010,May,EF2,,-87.5981,,-87.45,0,0,0,0,300.00K
227812,PENNSYLVANIA,2010,June,EF0,,-76.5235,,-76.5235,0,0,0,0,10.00K
220122,KENTUCKY,2010,May,EF0,,-88.1843,,-88.0792,0,0,0,0,20.00K
223884,MISSOURI,2010,May,EF0,,-90.579,,-90.5708,0,0,0,0,1.00K
224037,KENTUCKY,2010,May,EF1,,-89.0553,,-88.9393,0,0,0,0,35.00K
224620,MISSISSIPPI,2010,April,EF1,,-89.0883,,-89.0449,0,0,0,0,15.00K
223832,MICHIGAN,2010,June,EF1,,-84.2174,,-84.1694,0,0,0,0,500.00K
230834,KANSAS,2010,May,EF0,,-100.7337,,-100.7275,0,0,0,0,0.00K
230758,COLORADO,2010,May,EF1,,-102.71,,-102.78,0,0,0,0,9.00K
224320,MISSISSIPPI,2010,April,EF2,,-90.9641,,-90.7373,0,0,0,0,100.00K
228424,OHIO,2010,May,EF0,,-82.8014,,-82.7628,0,0,0,0,100.00K
236666,COLORADO,2010,May,EF0,,-102.2162,,-102.214,0,0,0,0,0.00K
236668,COLORADO,2010,May,EF0,,-102.215,,-102.212,0,0,0,0,0.00K
223878,KENTUCKY,2010,May,EF0,,-87.4,,-87.3904,0,0,0,0,70.00K
223880,KENTUCKY,2010,May,EF0,,-88.5263,,-88.4869,0,0,0,0,15.00K
220256,OHIO,2010,May,EF1,,-84.3991,,-84.3604,0,0,0,0,0.00K
227676,KENTUCKY,2010,April,EF1,,-86.3676,,-86.3499,0,0,0,0,30.00K
219251,ARKANSAS,2010,April,EF1,,-92.765,,-92.7155,0,0,0,0,100.00K
228588,NEBRASKA,2010,June,EF0,,-102.9076,,-102.9076,0,0,0,0,
228010,TEXAS,2010,May,EF0,,-102.6503,,-102.6411,0,0,0,0,0.00K
223017,IOWA,2010,June,EF2,,-94.2289,,-94.2209,0,0,0,0,4.00M
228355,MISSOURI,2010,May,EF0,,-93.0617,,-92.9862,0,0,0,0,50.00K
228350,MISSOURI,2010,May,EF1,,-93.9369,,-93.9008,0,0,0,0,500.00K
226477,IOWA,2010,June,EF1,,-92.3134,,-92.3077,0,0,0,0,10.00K
221438,NEW MEXICO,2010,May,EF2,,-103.1659,,-103.1328,0,0,0,0,325.00K
236235,NEW MEXICO,2010,May,EF0,,-103.1445,,-103.1219,0,0,0,0,0.00K
221439,NEW MEXICO,2010,May,EF1,,-103.1307,,-103.1118,0,0,0,0,125.00K
225313,NEW MEXICO,2010,May,EF1,,-103.194,,-103.1661,0,0,0,0,10.00K
225441,IOWA,2010,June,EF0,,-93.8661,,-93.8381,0,0,0,0,0.00K
225317,NEW MEXICO,2010,May,EF1,,-103.1326,,-103.0727,0,0,0,0,0.00K
222411,WISCONSIN,2010,April,EF0,,-89.2277,,-89.176,0,0,0,0,0.00K
222418,WISCONSIN,2010,April,EF0,,-89.2801,,-89.2455,0,0,0,0,0.00K
225439,IOWA,2010,June,EF0,,-94.0286,,-94.0191,0,0,0,0,0.00K
223663,IOWA,2010,June,EF0,,-93.789,,-93.7679,0,0,0,0,0.00K
234704,COLORADO,2010,June,EF1,,-102.4276,,-102.2109,0,0,0,0,380.00K
228373,MISSOURI,2010,May,EF0,,-93.4328,,-93.4275,0,0,0,0,10.00K
225436,IOWA,2010,June,EF0,,-94.1649,,-94.1551,0,0,0,0,0.00K
227975,TEXAS,2010,May,EF0,,-101.9837,,-101.9448,0,0,0,0,0.00K
